Time	First	Second	Third	Fourth	Fifth	Sixth	Seventh
6057.14 18.23 5.03 1.14 0.36 0.15 0.07 0.04
6071.43 24.31 5.14 1.24 0.39 0.16 0.08 0.04
6085.71 24.31 4.93 1.09 0.36 0.15 0.07 0.04
6100.00 18.23 4.83 1.14 0.37 0.15 0.07 0.04
6114.29 12.16 5.14 1.30 0.40 0.17 0.08 0.04
6128.57 18.23 3.80 1.04 0.35 0.15 0.07 0.04
6142.86 24.31 5.24 1.20 0.37 0.15 0.07 0.04
6157.14 6.08 4.62 1.13 0.39 0.16 0.08 0.04
6171.43 36.47 5.24 1.18 0.39 0.16 0.07 0.04
6185.71 24.31 4.83 1.13 0.37 0.16 0.07 0.04
6200.00 18.23 4.42 1.12 0.37 0.15 0.07 0.04
6214.29 18.23 5.03 1.25 0.43 0.17 0.08 0.04
6228.57 6.08 4.21 1.09 0.38 0.15 0.07 0.04
6242.86 18.23 4.52 1.06 0.34 0.14 0.07 0.04
6257.14 12.16 3.90 0.98 0.36 0.15 0.07 0.04
6271.43 18.23 3.80 1.00 0.36 0.15 0.07 0.04
6285.71 18.23 4.73 1.21 0.40 0.16 0.08 0.04
6300.00 6.08 4.31 1.06 0.38 0.16 0.07 0.04
6314.29 6.08 4.21 1.02 0.34 0.14 0.07 0.04
6328.57 18.23 4.62 1.06 0.36 0.15 0.07 0.04
6342.86 18.23 4.01 1.06 0.37 0.15 0.07 0.04
6357.14 30.39 4.83 1.17 0.38 0.15 0.07 0.04
6371.43 18.23 4.21 1.13 0.38 0.16 0.07 0.04
6385.71 18.23 4.52 1.12 0.37 0.15 0.07 0.04
6400.00 30.39 4.73 1.17 0.40 0.16 0.08 0.04
6414.29 48.62 4.52 1.09 0.37 0.15 0.07 0.04
6428.57 24.31 4.31 0.96 0.32 0.14 0.07 0.04
6442.86 24.31 4.31 1.09 0.35 0.14 0.07 0.04
6457.14 24.31 4.31 1.05 0.36 0.15 0.07 0.04
6471.43 18.23 4.31 1.09 0.37 0.15 0.07 0.04
6485.71 18.23 4.52 1.04 0.33 0.13 0.07 0.04
6500.00 24.31 5.45 1.18 0.38 0.16 0.08 0.04
6514.29 24.31 5.45 1.21 0.41 0.16 0.08 0.04
6528.57 24.31 5.55 1.25 0.39 0.16 0.08 0.04
6542.86 18.23 4.83 1.17 0.38 0.15 0.08 0.04
6557.14 24.31 4.62 1.08 0.34 0.14 0.07 0.04
6571.43 12.16 4.52 1.12 0.37 0.15 0.07 0.04
6585.71 36.47 4.52 1.12 0.36 0.15 0.07 0.04
6600.00 24.31 4.83 1.17 0.37 0.14 0.07 0.04
6614.29 30.39 4.73 1.09 0.34 0.14 0.07 0.04
6628.57 24.31 4.83 1.14 0.37 0.15 0.08 0.04
6642.86 18.23 4.73 1.18 0.36 0.15 0.07 0.04
6657.14 24.31 4.93 1.13 0.36 0.15 0.08 0.04
6671.43 18.23 4.21 1.12 0.36 0.15 0.07 0.04
6685.71 24.31 5.14 1.05 0.31 0.13 0.06 0.04
6700.00 36.47 4.93 1.18 0.38 0.16 0.07 0.04
6714.29 24.31 4.83 1.08 0.34 0.13 0.07 0.04
6728.57 12.16 5.03 1.18 0.39 0.15 0.08 0.04
6742.86 18.23 4.42 1.01 0.33 0.14 0.07 0.04
6757.14 30.39 4.52 1.08 0.33 0.14 0.07 0.04
6771.43 24.31 3.90 1.02 0.33 0.13 0.07 0.04
6785.71 24.31 4.21 1.00 0.33 0.14 0.07 0.04
6800.00 30.39 4.73 1.12 0.36 0.15 0.07 0.04
6814.29 30.39 4.11 1.04 0.35 0.14 0.07 0.04
6828.57 18.23 4.21 0.96 0.32 0.14 0.07 0.04
6842.86 18.23 5.14 1.14 0.37 0.15 0.07 0.04
6857.14 18.23 4.62 1.10 0.35 0.14 0.07 0.04
6871.43 18.23 4.73 1.13 0.37 0.15 0.07 0.04
6885.71 30.39 5.03 1.14 0.36 0.15 0.07 0.04
6900.00 18.23 4.62 0.98 0.32 0.13 0.07 0.04
6914.29 36.47 4.73 1.05 0.34 0.14 0.07 0.04
6928.57 18.23 3.90 0.92 0.31 0.13 0.06 0.03
6942.86 24.31 4.42 1.14 0.37 0.15 0.07 0.04
6957.14 18.23 4.83 1.12 0.37 0.15 0.07 0.04
6971.43 24.31 4.83 1.13 0.36 0.15 0.07 0.04
6985.71 18.23 4.11 0.97 0.32 0.13 0.07 0.04
7000.00 24.31 3.90 0.89 0.29 0.12 0.06 0.03
7014.29 12.16 4.11 0.96 0.31 0.13 0.07 0.04
7028.57 24.31 3.80 0.94 0.32 0.13 0.07 0.04
7042.86 24.31 4.93 1.08 0.33 0.14 0.07 0.04
7057.14 18.23 4.52 1.01 0.33 0.13 0.06 0.04
7071.43 18.23 4.21 1.00 0.32 0.14 0.07 0.04
7085.71 30.39 4.11 1.02 0.33 0.14 0.07 0.04
7100.00 36.47 4.62 0.98 0.32 0.14 0.07 0.04
7114.29 24.31 3.90 0.78 0.27 0.12 0.06 0.03
7128.57 18.23 4.21 1.00 0.31 0.13 0.06 0.04
7142.86 36.47 4.11 0.93 0.30 0.13 0.06 0.03
7157.14 18.23 4.11 1.00 0.31 0.13 0.07 0.04
7171.43 18.23 4.21 0.88 0.29 0.12 0.06 0.03
7185.71 18.23 3.80 0.81 0.27 0.11 0.06 0.03
7200.00 36.47 3.39 0.84 0.28 0.12 0.06 0.04
7214.29 6.08 4.42 0.94 0.29 0.12 0.06 0.03
7228.57 30.39 4.83 0.96 0.30 0.12 0.06 0.03
7242.86 24.31 4.93 0.94 0.30 0.13 0.06 0.04
7257.14 18.23 4.21 0.86 0.27 0.12 0.06 0.03
7271.43 24.31 4.93 0.96 0.30 0.12 0.06 0.03
7285.71 18.23 4.11 0.93 0.29 0.12 0.06 0.03
7300.00 18.23 4.21 0.92 0.30 0.12 0.06 0.03
7314.29 12.16 3.29 0.88 0.28 0.11 0.06 0.03
7328.57 30.39 4.73 1.00 0.30 0.12 0.06 0.03
7342.86 12.16 4.21 0.96 0.30 0.12 0.06 0.03
7357.14 18.23 3.90 0.98 0.31 0.13 0.06 0.04
7371.43 24.31 3.80 0.86 0.28 0.11 0.06 0.03
7385.71 24.31 4.11 0.88 0.28 0.12 0.06 0.03
7400.00 36.47 4.11 0.97 0.30 0.12 0.06 0.03
7414.29 24.31 3.90 0.93 0.29 0.11 0.06 0.03
7428.57 24.31 4.52 1.00 0.30 0.12 0.06 0.03
7442.86 12.16 4.42 1.00 0.31 0.12 0.06 0.03
7457.14 30.39 4.83 1.02 0.29 0.12 0.06 0.03
7471.43 12.16 3.29 0.80 0.24 0.10 0.05 0.03
7485.71 24.31 4.42 0.90 0.27 0.11 0.05 0.03
7500.00 18.23 4.73 0.94 0.28 0.12 0.06 0.03
7514.29 42.55 3.80 0.80 0.26 0.10 0.05 0.03
7528.57 30.39 4.21 0.88 0.26 0.11 0.05 0.03
7542.86 6.08 3.80 0.85 0.26 0.10 0.05 0.03
7557.14 18.23 4.01 0.93 0.28 0.12 0.06 0.03
7571.43 18.23 4.42 0.88 0.28 0.11 0.05 0.03
7585.71 18.23 4.52 0.86 0.26 0.10 0.05 0.03
7600.00 30.39 4.52 0.93 0.30 0.11 0.06 0.03
7614.29 24.31 4.31 0.86 0.27 0.11 0.05 0.03
7628.57 24.31 4.42 1.05 0.32 0.13 0.06 0.03
7642.86 24.31 4.31 0.85 0.27 0.11 0.05 0.03
7657.14 18.23 4.42 0.86 0.27 0.10 0.05 0.03
7671.43 24.31 3.90 0.88 0.27 0.10 0.05 0.03
7685.71 42.55 4.52 0.94 0.29 0.11 0.05 0.03
7700.00 42.55 4.83 0.90 0.27 0.11 0.05 0.03
7714.29 36.47 4.73 0.94 0.29 0.11 0.06 0.03
7728.57 36.47 4.01 0.80 0.25 0.10 0.05 0.03
7742.86 24.31 4.52 0.84 0.25 0.10 0.05 0.03
7757.14 18.23 4.83 1.01 0.30 0.12 0.06 0.03
7771.43 24.31 4.52 0.97 0.28 0.11 0.05 0.03
7785.71 30.39 4.93 1.00 0.30 0.12 0.06 0.03
7800.00 36.47 4.01 0.88 0.27 0.11 0.05 0.03
7814.29 18.23 3.80 0.84 0.26 0.10 0.05 0.03
7828.57 24.31 4.31 0.93 0.28 0.11 0.05 0.03
7842.86 36.47 3.90 0.82 0.27 0.10 0.05 0.03
7857.14 24.31 3.60 0.84 0.25 0.10 0.05 0.03
7871.43 12.16 4.42 0.92 0.29 0.11 0.05 0.03
7885.71 30.39 4.11 0.96 0.29 0.11 0.05 0.03
7900.00 18.23 3.49 0.77 0.23 0.09 0.05 0.02
7914.29 18.23 4.52 0.92 0.28 0.11 0.05 0.03
7928.57 36.47 4.11 0.88 0.28 0.11 0.05 0.03
7942.86 36.47 4.52 0.96 0.30 0.12 0.06 0.03
7957.14 24.31 3.90 0.81 0.26 0.10 0.05 0.03
7971.43 6.08 4.01 0.84 0.24 0.09 0.05 0.03
7985.71 24.31 3.90 0.86 0.26 0.10 0.05 0.03
8000.00 36.47 4.21 0.85 0.27 0.11 0.05 0.03
8014.29 24.31 4.42 0.90 0.27 0.11 0.05 0.03
8028.57 18.23 3.80 0.81 0.24 0.10 0.05 0.03
8042.86 24.31 4.31 0.84 0.24 0.10 0.05 0.03
8057.14 24.31 3.80 0.92 0.27 0.11 0.05 0.03
8071.43 18.23 4.21 0.90 0.27 0.10 0.05 0.03
8085.71 24.31 4.42 0.93 0.28 0.11 0.05 0.03
8100.00 12.16 4.01 0.88 0.26 0.10 0.05 0.03
8114.29 18.23 4.83 0.89 0.27 0.10 0.05 0.03
8128.57 30.39 5.03 1.06 0.32 0.12 0.06 0.03
8142.86 18.23 3.80 0.88 0.27 0.11 0.05 0.03
8157.14 18.23 4.42 0.93 0.28 0.11 0.05 0.03
8171.43 24.31 4.42 0.92 0.28 0.11 0.05 0.03
8185.71 24.31 4.31 0.89 0.26 0.10 0.05 0.03
8200.00 30.39 4.42 0.93 0.27 0.11 0.05 0.03
8214.29 24.31 3.49 0.80 0.24 0.10 0.05 0.03
8228.57 30.39 4.52 0.98 0.28 0.11 0.05 0.03
8242.86 36.47 4.31 0.96 0.27 0.11 0.05 0.03
8257.14 24.31 4.42 0.84 0.24 0.10 0.05 0.03
8271.43 24.31 4.73 0.96 0.28 0.11 0.05 0.03
8285.71 30.39 4.42 0.84 0.25 0.10 0.05 0.03
8300.00 24.31 4.31 0.90 0.27 0.11 0.05 0.03
8314.29 30.39 4.73 0.98 0.29 0.11 0.05 0.03
8328.57 24.31 4.21 0.86 0.26 0.10 0.05 0.03
8342.86 36.47 3.80 0.80 0.25 0.10 0.05 0.03
8357.14 36.47 4.21 0.80 0.24 0.09 0.05 0.02
8371.43 30.39 4.83 0.90 0.26 0.10 0.05 0.03
8385.71 18.23 4.11 0.82 0.26 0.10 0.05 0.03
8400.00 24.31 4.42 0.82 0.24 0.10 0.05 0.03
8414.29 24.31 4.21 0.84 0.24 0.10 0.05 0.03
8428.57 30.39 4.73 0.98 0.29 0.12 0.06 0.03
8442.86 18.23 3.90 0.80 0.24 0.09 0.05 0.03
8457.14 18.23 4.21 0.84 0.26 0.10 0.05 0.03
8471.43 24.31 4.11 0.80 0.25 0.10 0.05 0.03
8485.71 12.16 3.39 0.69 0.21 0.09 0.04 0.02
8500.00 24.31 3.70 0.76 0.24 0.10 0.05 0.03
8514.29 6.08 3.29 0.73 0.22 0.09 0.04 0.02
8528.57 24.31 4.01 0.82 0.24 0.10 0.05 0.03
8542.86 24.31 3.70 0.71 0.22 0.09 0.05 0.03
8557.14 24.31 4.11 0.84 0.27 0.11 0.05 0.03
8571.43 24.31 3.39 0.69 0.22 0.09 0.04 0.02
8585.71 36.47 4.42 0.88 0.24 0.10 0.05 0.03
8600.00 18.23 4.42 0.82 0.25 0.10 0.05 0.03
8614.29 24.31 4.21 0.82 0.25 0.10 0.05 0.03
8628.57 12.16 2.88 0.52 0.17 0.07 0.04 0.02
8642.86 18.23 3.90 0.76 0.23 0.09 0.05 0.03
8657.14 24.31 3.80 0.72 0.22 0.09 0.05 0.03
8671.43 24.31 4.31 0.82 0.24 0.10 0.05 0.03
8685.71 36.47 3.60 0.71 0.22 0.09 0.04 0.02
8700.00 36.47 3.39 0.71 0.23 0.09 0.05 0.03
8714.29 24.31 4.11 0.78 0.24 0.10 0.05 0.03
8728.57 18.23 4.52 0.74 0.22 0.09 0.05 0.03
8742.86 24.31 3.49 0.72 0.21 0.09 0.04 0.03
8757.14 36.47 4.52 0.88 0.27 0.11 0.05 0.03
8771.43 18.23 3.29 0.72 0.22 0.09 0.05 0.03
8785.71 18.23 3.29 0.77 0.24 0.10 0.05 0.03
8800.00 36.47 4.11 0.73 0.21 0.09 0.04 0.03
8814.29 24.31 3.90 0.78 0.25 0.10 0.05 0.03
8828.57 24.31 3.29 0.67 0.20 0.08 0.04 0.02
8842.86 30.39 3.29 0.69 0.21 0.09 0.04 0.02
8857.14 18.23 3.80 0.72 0.21 0.09 0.04 0.02
8871.43 30.39 3.29 0.69 0.21 0.08 0.04 0.02
8885.71 42.55 3.39 0.67 0.19 0.08 0.04 0.02
8900.00 24.31 3.60 0.69 0.21 0.08 0.04 0.02
8914.29 18.23 3.90 0.82 0.23 0.09 0.04 0.03
8928.57 12.16 3.80 0.74 0.21 0.08 0.04 0.02
8942.86 12.16 2.98 0.65 0.19 0.07 0.04 0.02
8957.14 30.39 3.90 0.68 0.20 0.08 0.04 0.02
8971.43 24.31 4.52 0.81 0.23 0.09 0.04 0.02
8985.71 18.23 3.60 0.67 0.21 0.08 0.04 0.02
9000.00 30.39 4.21 0.86 0.24 0.09 0.05 0.02
9014.29 18.23 4.42 0.82 0.24 0.10 0.05 0.03
9028.57 30.39 3.60 0.71 0.20 0.08 0.04 0.02
9042.86 24.31 3.90 0.72 0.22 0.09 0.04 0.02
9057.14 18.23 3.29 0.72 0.21 0.08 0.04 0.02
9071.43 18.23 3.80 0.81 0.23 0.09 0.04 0.02
9085.71 18.23 3.18 0.69 0.20 0.08 0.04 0.02
9100.00 24.31 3.49 0.69 0.21 0.08 0.04 0.02
9114.29 30.39 3.90 0.76 0.21 0.08 0.04 0.02
9128.57 36.47 3.80 0.74 0.21 0.08 0.04 0.02
9142.86 42.55 3.49 0.76 0.22 0.08 0.04 0.02
9157.14 18.23 4.01 0.80 0.22 0.09 0.04 0.02
9171.43 24.31 3.49 0.65 0.19 0.07 0.04 0.02
9185.71 24.31 3.70 0.68 0.21 0.08 0.04 0.02
9200.00 12.16 3.80 0.73 0.21 0.08 0.04 0.02
9214.29 18.23 3.49 0.71 0.20 0.08 0.04 0.02
9228.57 30.39 3.49 0.71 0.20 0.08 0.04 0.02
9242.86 36.47 3.90 0.72 0.22 0.09 0.04 0.02
9257.14 18.23 3.80 0.72 0.20 0.08 0.04 0.02
9271.43 36.47 3.90 0.73 0.22 0.09 0.04 0.02
9285.71 36.47 3.08 0.59 0.17 0.07 0.03 0.02
9300.00 18.23 3.49 0.68 0.19 0.08 0.04 0.02
9314.29 18.23 3.29 0.65 0.19 0.08 0.04 0.02
9328.57 24.31 4.52 0.82 0.24 0.09 0.04 0.02
9342.86 36.47 4.11 0.81 0.23 0.09 0.04 0.02
9357.14 36.47 3.80 0.72 0.21 0.08 0.04 0.02
9371.43 30.39 3.49 0.67 0.20 0.08 0.04 0.02
9385.71 30.39 3.70 0.71 0.21 0.08 0.04 0.02
9400.00 30.39 3.70 0.68 0.20 0.08 0.04 0.02
9414.29 24.31 3.90 0.74 0.21 0.08 0.04 0.02
9428.57 24.31 3.90 0.81 0.23 0.09 0.04 0.02
9442.86 0.00 3.60 0.71 0.22 0.09 0.04 0.02
9457.14 24.31 3.49 0.63 0.19 0.08 0.04 0.02
9471.43 18.23 2.98 0.60 0.17 0.07 0.03 0.02
9485.71 18.23 3.49 0.68 0.20 0.08 0.04 0.02
9500.00 30.39 3.80 0.73 0.21 0.09 0.04 0.02
9514.29 30.39 3.80 0.68 0.20 0.08 0.04 0.02
9528.57 36.47 4.01 0.76 0.24 0.10 0.05 0.03
9542.86 48.62 3.70 0.67 0.20 0.08 0.04 0.02
9557.14 30.39 4.01 0.72 0.21 0.09 0.04 0.02
9571.43 42.55 4.52 0.76 0.22 0.09 0.04 0.03
9585.71 18.23 3.29 0.64 0.19 0.08 0.04 0.02
9600.00 36.47 4.21 0.76 0.22 0.08 0.04 0.02
9614.29 18.23 3.90 0.74 0.21 0.09 0.04 0.02
9628.57 18.23 3.90 0.71 0.20 0.08 0.04 0.02
9642.86 36.47 3.60 0.61 0.18 0.07 0.03 0.02
9657.14 24.31 3.70 0.68 0.20 0.08 0.04 0.02
9671.43 30.39 3.60 0.65 0.19 0.08 0.04 0.02
9685.71 36.47 4.11 0.72 0.21 0.08 0.04 0.02
9700.00 30.39 4.11 0.74 0.21 0.09 0.04 0.02
9714.29 30.39 3.49 0.63 0.19 0.08 0.04 0.02
9728.57 36.47 3.18 0.61 0.18 0.07 0.03 0.02
9742.86 42.55 3.08 0.57 0.18 0.07 0.04 0.02
9757.14 12.16 3.18 0.61 0.18 0.07 0.03 0.02
9771.43 36.47 3.29 0.61 0.18 0.07 0.04 0.02
9785.71 24.31 3.18 0.60 0.18 0.08 0.04 0.02
9800.00 24.31 3.18 0.56 0.17 0.07 0.04 0.02
9814.29 18.23 2.88 0.59 0.18 0.08 0.04 0.02
9828.57 18.23 3.29 0.67 0.19 0.08 0.04 0.02
9842.86 24.31 3.80 0.74 0.22 0.09 0.04 0.03
9857.14 18.23 2.26 0.45 0.14 0.06 0.03 0.02
9871.43 42.55 3.08 0.53 0.17 0.07 0.03 0.02
9885.71 36.47 3.08 0.53 0.16 0.07 0.03 0.02
9900.00 18.23 3.29 0.56 0.17 0.07 0.04 0.02
9914.29 24.31 3.29 0.57 0.17 0.07 0.03 0.02
9928.57 24.31 2.98 0.53 0.16 0.07 0.03 0.02
9942.86 18.23 2.88 0.52 0.17 0.06 0.03 0.02
9957.14 18.23 2.57 0.55 0.17 0.07 0.03 0.02
9971.43 18.23 2.98 0.49 0.15 0.06 0.03 0.02
9985.71 30.39 3.60 0.64 0.18 0.07 0.04 0.02
10000.00 24.31 2.88 0.51 0.16 0.07 0.03 0.02
10014.30 24.31 3.80 0.63 0.18 0.07 0.04 0.02
10028.60 18.23 3.49 0.59 0.18 0.07 0.03 0.02
10042.90 24.31 4.01 0.68 0.19 0.08 0.04 0.02
10057.10 30.39 2.98 0.53 0.17 0.07 0.03 0.02
10071.40 24.31 3.29 0.56 0.16 0.07 0.03 0.02
10085.70 42.55 3.70 0.63 0.18 0.07 0.03 0.02
10100.00 36.47 3.90 0.63 0.18 0.07 0.04 0.02
10114.30 12.16 3.29 0.59 0.17 0.07 0.03 0.02
10128.60 42.55 3.70 0.61 0.18 0.07 0.03 0.02
10142.90 36.47 3.39 0.56 0.16 0.07 0.03 0.02
10157.10 18.23 2.67 0.49 0.14 0.06 0.03 0.02
10171.40 24.31 3.29 0.52 0.16 0.07 0.03 0.02
10185.70 24.31 3.60 0.59 0.17 0.07 0.03 0.02
10200.00 42.55 3.08 0.53 0.15 0.06 0.03 0.02
10214.30 18.23 3.18 0.55 0.16 0.06 0.03 0.02
10228.60 42.55 3.18 0.47 0.13 0.05 0.03 0.02
10242.90 24.31 3.08 0.52 0.14 0.06 0.03 0.02
10257.10 30.39 2.98 0.52 0.14 0.06 0.03 0.02
10271.40 24.31 3.18 0.51 0.15 0.06 0.03 0.02
10285.70 36.47 3.39 0.59 0.17 0.07 0.03 0.02
10300.00 30.39 3.29 0.59 0.17 0.07 0.03 0.02
10314.30 24.31 3.18 0.55 0.17 0.07 0.03 0.02
10328.60 24.31 3.08 0.57 0.16 0.06 0.03 0.02
10342.90 36.47 2.98 0.51 0.14 0.06 0.03 0.02
10357.10 36.47 3.80 0.63 0.18 0.07 0.03 0.02
10371.40 24.31 2.98 0.49 0.14 0.06 0.03 0.02
10385.70 18.23 2.88 0.55 0.16 0.06 0.03 0.02
10400.00 24.31 2.98 0.51 0.15 0.06 0.03 0.02
10414.30 30.39 3.29 0.55 0.16 0.06 0.03 0.02
10428.60 30.39 3.29 0.51 0.14 0.06 0.03 0.02
10442.90 36.47 3.18 0.55 0.16 0.07 0.03 0.02
10457.10 0.00 1.34 0.57 0.17 0.07 0.03 0.02
10471.40 24.31 3.39 0.55 0.15 0.06 0.03 0.02
10485.70 24.31 3.60 0.57 0.16 0.07 0.03 0.02
10500.00 42.55 3.29 0.53 0.16 0.07 0.03 0.02
10514.30 24.31 2.98 0.49 0.15 0.06 0.03 0.02
10528.60 18.23 2.67 0.47 0.13 0.06 0.03 0.02
10542.90 24.31 3.80 0.59 0.17 0.07 0.03 0.02
10557.10 36.47 3.60 0.61 0.17 0.07 0.04 0.02
10571.40 24.31 2.98 0.51 0.15 0.06 0.03 0.02
10585.70 0.00 1.64 0.51 0.16 0.06 0.03 0.02
10600.00 24.31 2.98 0.51 0.15 0.06 0.03 0.02
10614.30 0.00 2.67 0.49 0.15 0.06 0.03 0.02
10628.60 42.55 3.60 0.57 0.17 0.07 0.03 0.02
10642.90 24.31 3.60 0.59 0.17 0.07 0.03 0.02
10657.10 36.47 3.29 0.56 0.16 0.06 0.03 0.02
10671.40 18.23 2.77 0.47 0.14 0.06 0.03 0.02
10685.70 18.23 3.60 0.63 0.17 0.07 0.03 0.02
10700.00 18.23 2.88 0.53 0.15 0.06 0.03 0.02
10714.30 30.39 3.18 0.57 0.17 0.07 0.03 0.02
10728.60 36.47 3.18 0.56 0.16 0.06 0.03 0.02
10742.90 36.47 3.18 0.53 0.15 0.06 0.03 0.02
10757.10 48.62 3.29 0.52 0.15 0.06 0.03 0.02
10771.40 30.39 3.08 0.52 0.15 0.06 0.03 0.02
10785.70 36.47 3.29 0.55 0.17 0.06 0.03 0.02
10800.00 36.47 3.29 0.53 0.16 0.06 0.03 0.02
10814.30 36.47 2.67 0.45 0.13 0.05 0.03 0.02
10828.60 24.31 2.57 0.44 0.14 0.06 0.03 0.02
10842.90 30.39 3.39 0.55 0.15 0.07 0.03 0.02
10857.10 18.23 2.88 0.48 0.14 0.06 0.03 0.02
10871.40 36.47 2.88 0.47 0.14 0.06 0.03 0.02
10885.70 42.55 3.39 0.53 0.16 0.06 0.03 0.02
10900.00 24.31 3.08 0.51 0.16 0.06 0.03 0.02
10914.30 24.31 2.98 0.49 0.14 0.06 0.03 0.02
10928.60 18.23 3.18 0.49 0.15 0.06 0.03 0.02
10942.90 24.31 3.80 0.57 0.16 0.07 0.03 0.02
10957.10 30.39 3.18 0.48 0.14 0.06 0.03 0.02
10971.40 18.23 2.47 0.41 0.13 0.06 0.03 0.02
10985.70 36.47 2.67 0.43 0.12 0.05 0.02 0.01
11000.00 24.31 3.29 0.55 0.15 0.06 0.03 0.02
11014.30 18.23 2.77 0.45 0.13 0.05 0.03 0.02
11028.60 36.47 3.60 0.59 0.16 0.06 0.03 0.02
11042.90 24.31 2.57 0.44 0.13 0.05 0.03 0.01
11057.10 36.47 2.88 0.51 0.14 0.06 0.03 0.02
11071.40 24.31 3.18 0.52 0.15 0.06 0.03 0.02
11085.70 36.47 2.88 0.43 0.12 0.05 0.03 0.01
11100.00 24.31 2.77 0.45 0.13 0.05 0.03 0.02
11114.30 12.16 2.16 0.35 0.10 0.04 0.02 0.01
11128.60 24.31 2.98 0.45 0.13 0.05 0.03 0.01
11142.90 24.31 2.88 0.45 0.12 0.05 0.02 0.01
11157.10 24.31 2.67 0.41 0.12 0.05 0.03 0.01
11171.40 42.55 2.88 0.44 0.12 0.05 0.03 0.01
11185.70 24.31 2.16 0.37 0.11 0.05 0.02 0.01
11200.00 36.47 3.29 0.55 0.16 0.06 0.03 0.02
11214.30 24.31 2.98 0.45 0.12 0.05 0.03 0.01
11228.60 24.31 2.88 0.45 0.13 0.05 0.02 0.01
11242.90 36.47 2.88 0.45 0.13 0.05 0.03 0.01
11257.10 24.31 2.67 0.44 0.12 0.05 0.02 0.02
11271.40 18.23 2.98 0.51 0.14 0.06 0.03 0.02
11285.70 24.31 2.77 0.45 0.12 0.05 0.02 0.01
11300.00 24.31 2.88 0.49 0.14 0.06 0.03 0.02
11314.30 36.47 2.88 0.49 0.13 0.05 0.03 0.01
11328.60 30.39 2.67 0.43 0.13 0.05 0.03 0.01
11342.90 24.31 3.49 0.55 0.15 0.06 0.03 0.02
11357.10 30.39 2.98 0.47 0.13 0.05 0.03 0.02
11371.40 30.39 2.47 0.44 0.13 0.05 0.03 0.02
11385.70 24.31 2.98 0.49 0.13 0.05 0.03 0.02
11400.00 42.55 2.67 0.48 0.14 0.05 0.03 0.02
11414.30 18.23 2.67 0.44 0.13 0.05 0.03 0.02
11428.60 36.47 3.70 0.57 0.16 0.06 0.03 0.02
